Disease,Country,Hospital_Type,Treatment_Type,Stay_Days,City,Room_Type,Treatment_Cost,Travel_Expense,Stay_Cost,Total_Cost
Cosmetic Surgery,Germany,Premium International,Chemotherapy,16.0,Mumbai,Private,20885.09,1811.37,6630.99,29327.45
Knee Replacement,USA,Premium International,Radiotherapy,13.0,Seoul,VIP Suite,16653.42,3460.73,19221.76,39335.92
Oncology Treatment,Germany,Premium International,Non-Surgical,24.0,Seoul,General Ward,82931.01,1920.44,3657.29,88508.74
Cosmetic Surgery,France,Private,Non-Surgical,24.0,Seoul,Semi-Private,13275.57,2337.24,6827.49,22440.3
Knee Replacement,Australia,Private,Radiotherapy,7.0,Istanbul,Semi-Private,9095.6,2384.34,1469.82,12949.76
Knee Replacement,Australia,Private,Chemotherapy,14.0,Seoul,VIP Suite,17308.75,2394.38,19002.51,38705.64
Heart Bypass,UAE,Public,Chemotherapy,29.0,Kuala Lumpur,Private,40419.75,1644.56,11206.48,53270.79
Spinal Fusion,USA,Private,Chemotherapy,37.0,Seoul,Private,11621.25,3708.65,20559.72,35889.61
Heart Bypass,UAE,Public,Radiotherapy,20.0,Singapore,Private,9151.39,2631.21,11927.62,23710.22
Spinal Fusion,Australia,Public,Radiotherapy,38.0,Mumbai,VIP Suite,3086.41,2981.09,40175.9,46243.4
Spinal Fusion,UK,Public,Surgical,34.0,Singapore,Semi-Private,10747.3,2009.86,11005.46,23762.63
Spinal Fusion,USA,Private,Non-Surgical,39.0,Bangkok,General Ward,10207.84,4350.43,3509.93,18068.2
Cataract Surgery,France,Private,Non-Surgical,20.0,Bangkok,VIP Suite,17211.21,2830.42,19901.79,39943.43
Oncology Treatment,Canada,Premium International,Non-Surgical,4.0,Mumbai,General Ward,36534.49,4060.6,379.69,40974.78
Knee Replacement,Australia,Private,Radiotherapy,3.0,Dubai,General Ward,13509.82,2481.18,445.23,16436.24
Cataract Surgery,Germany,Private,Non-Surgical,28.0,Bangkok,Private,12242.14,502.57,10294.87,23039.58
Oncology Treatment,USA,Premium International,Non-Surgical,4.0,Seoul,Semi-Private,30198.47,1971.98,1247.28,33417.73
Cosmetic Surgery,UAE,Premium International,Non-Surgical,27.0,Seoul,Semi-Private,20459.31,597.38,7864.26,28920.95
Spinal Fusion,Germany,Public,Surgical,31.0,Kuala Lumpur,Semi-Private,7803.71,1265.65,6161.24,15230.6
Spinal Fusion,Australia,Premium International,Surgical,14.0,Dubai,Semi-Private,24618.14,2502.85,4145.27,31266.26
Oncology Treatment,Australia,Private,Chemotherapy,4.0,Seoul,Semi-Private,53210.16,671.05,1134.29,55015.5
Heart Bypass,USA,Private,Chemotherapy,27.0,Singapore,General Ward,34185.03,1363.94,3916.54,39465.51
Dental Implants,UAE,Public,Radiotherapy,29.0,Mumbai,Private,1795.22,2336.14,12101.79,16233.14
Cataract Surgery,Germany,Private,Surgical,20.0,Kuala Lumpur,Semi-Private,19243.85,897.53,3703.82,23845.2
Cataract Surgery,USA,Public,Chemotherapy,20.0,Bangkok,Private,4465.77,3249.93,8400.17,16115.87
Cosmetic Surgery,UAE,Public,Surgical,24.0,Mumbai,VIP Suite,2690.22,1762.72,24829.88,29282.83
Dental Implants,USA,Public,Surgical,27.0,Dubai,Semi-Private,4695.71,2738.13,7819.16,15253.0
Spinal Fusion,USA,Private,Radiotherapy,11.0,Singapore,VIP Suite,13462.13,3649.05,16195.62,33306.8
Knee Replacement,UK,Premium International,Chemotherapy,23.0,Seoul,Semi-Private,25502.3,1070.09,6844.27,33416.66
Oncology Treatment,USA,Premium International,Chemotherapy,3.0,Mumbai,General Ward,103083.42,1977.09,300.8,105361.3
Cataract Surgery,Australia,Premium International,Non-Surgical,6.0,Bangkok,General Ward,22745.04,830.44,626.31,24201.79
Heart Bypass,USA,Premium International,Surgical,15.0,Mumbai,VIP Suite,17756.43,2323.39,14941.13,35020.95
Heart Bypass,UAE,Public,Non-Surgical,27.0,Mumbai,Semi-Private,15382.79,2200.89,5316.9,22900.59
Spinal Fusion,France,Private,Radiotherapy,19.0,Bangkok,General Ward,6421.74,1469.9,1850.13,9741.77
Cosmetic Surgery,France,Public,Non-Surgical,1.0,Istanbul,Semi-Private,5561.25,2463.91,213.84,8239.0
Cosmetic Surgery,France,Private,Radiotherapy,12.0,Seoul,Private,7067.43,1229.14,7199.49,15496.07
Cataract Surgery,Germany,Premium International,Radiotherapy,17.0,Dubai,Private,22351.99,2967.17,10772.42,36091.58
Spinal Fusion,UK,Private,Radiotherapy,33.0,Bangkok,Semi-Private,6042.42,1098.41,7109.16,14249.99
Cataract Surgery,UAE,Public,Surgical,8.0,Dubai,Private,9358.16,2054.52,4902.71,16315.4
Spinal Fusion,France,Private,Chemotherapy,22.0,Mumbai,VIP Suite,5724.97,1773.29,20936.97,28435.23
Cosmetic Surgery,UAE,Private,Chemotherapy,1.0,Istanbul,General Ward,18018.52,1870.19,88.6,19977.3
Dental Implants,USA,Premium International,Surgical,26.0,Kuala Lumpur,Semi-Private,3843.69,802.13,5364.05,10009.87
Spinal Fusion,France,Private,Surgical,36.0,Seoul,VIP Suite,16158.11,1657.19,55548.44,73363.73
Heart Bypass,Germany,Private,Surgical,43.0,Istanbul,General Ward,21366.67,1167.11,4492.65,27026.43
Cosmetic Surgery,Germany,Premium International,Surgical,2.0,Istanbul,Private,19663.28,2250.33,808.18,22721.78
Heart Bypass,Germany,Public,Radiotherapy,31.0,Seoul,VIP Suite,10194.34,2316.95,47353.15,59864.43
Oncology Treatment,Canada,Private,Radiotherapy,17.0,Dubai,Semi-Private,63170.82,913.56,,68961.28
Heart Bypass,UAE,Public,Surgical,16.0,Bangkok,Private,43932.59,2353.82,6505.53,52791.93
Cosmetic Surgery,France,Premium International,Chemotherapy,1.0,Seoul,VIP Suite,19432.87,1173.47,1493.2,22099.54
Heart Bypass,Canada,Private,Radiotherapy,36.0,Bangkok,VIP Suite,29827.05,1092.69,34729.97,65649.72
Oncology Treatment,UK,Premium International,Surgical,1.0,Kuala Lumpur,General Ward,84046.71,2790.44,105.92,86943.07
Cosmetic Surgery,UAE,Public,Surgical,13.0,Istanbul,Private,4863.9,536.17,5448.79,10848.87
Dental Implants,USA,Public,Surgical,15.0,Dubai,Private,6033.88,2371.53,8693.49,17098.9
Dental Implants,Canada,Private,Radiotherapy,6.0,Singapore,Semi-Private,5528.88,2663.83,1648.94,9841.66
Heart Bypass,Australia,Public,Radiotherapy,11.0,Singapore,Private,39377.33,2537.06,6197.39,48111.78
Oncology Treatment,UAE,Private,Surgical,2.0,Seoul,Semi-Private,65526.8,1956.02,609.45,68092.27
Cosmetic Surgery,Germany,Public,Non-Surgical,17.0,Seoul,Semi-Private,12502.03,1825.98,5197.97,19525.98
Spinal Fusion,Germany,Premium International,Radiotherapy,22.0,Seoul,VIP Suite,9060.77,2773.28,31010.41,42844.46
Spinal Fusion,UAE,Premium International,Non-Surgical,16.0,Seoul,General Ward,17494.72,2043.05,2297.8,21835.57
Oncology Treatment,Australia,Premium International,Radiotherapy,5.0,Istanbul,Semi-Private,48763.14,671.11,958.09,50392.34
Dental Implants,Canada,Premium International,Radiotherapy,27.0,Singapore,Semi-Private,6360.02,1096.04,8757.55,16213.61
Dental Implants,UK,Private,Surgical,26.0,Bangkok,General Ward,10276.52,1766.5,2606.36,14649.37
Cosmetic Surgery,Canada,Public,Radiotherapy,25.0,Mumbai,VIP Suite,13834.01,3217.3,25892.89,42944.2
Knee Replacement,UK,Private,Radiotherapy,2.0,Kuala Lumpur,Semi-Private,15488.53,1679.46,357.11,17525.1
Knee Replacement,Germany,Premium International,Chemotherapy,24.0,Seoul,Private,7251.35,1209.97,15387.13,23848.44
Heart Bypass,UAE,Public,Radiotherapy,43.0,Istanbul,Semi-Private,39017.83,974.47,9356.26,49348.57
Oncology Treatment,Australia,Public,Surgical,15.0,Singapore,Semi-Private,25901.05,1072.62,4601.21,31574.89
Cataract Surgery,Australia,Public,Surgical,29.0,Singapore,Semi-Private,9270.87,2399.6,9209.1,20879.58
Cosmetic Surgery,Australia,Private,Chemotherapy,6.0,Dubai,Semi-Private,10162.02,1215.39,1893.54,13270.95
Cataract Surgery,USA,Public,Radiotherapy,29.0,Bangkok,General Ward,9535.63,1650.48,2900.09,14086.19
Oncology Treatment,Canada,Premium International,Surgical,24.0,Kuala Lumpur,VIP Suite,20121.06,1227.26,22925.27,44273.59
Knee Replacement,USA,Private,Surgical,29.0,Kuala Lumpur,VIP Suite,5710.98,1149.15,30388.51,37248.65
Spinal Fusion,Canada,Public,Non-Surgical,39.0,Singapore,Private,9879.38,3492.45,21690.7,35062.53
Knee Replacement,Canada,Premium International,Chemotherapy,17.0,Dubai,General Ward,18573.32,2624.1,2537.16,23734.58
Knee Replacement,Canada,Premium International,Surgical,6.0,Mumbai,Private,4214.95,731.94,2328.07,7274.96
Cosmetic Surgery,Australia,Private,Surgical,25.0,Istanbul,Private,17049.83,1955.17,10042.11,29047.11
Cosmetic Surgery,Canada,Private,Non-Surgical,19.0,Dubai,General Ward,6835.54,3228.79,3050.73,13115.06
Heart Bypass,UK,Private,Radiotherapy,14.0,Singapore,Semi-Private,36009.62,764.03,3968.62,40742.27
Cosmetic Surgery,Germany,Public,Non-Surgical,23.0,Mumbai,Private,8491.81,1781.37,9614.82,
Oncology Treatment,Canada,Public,Radiotherapy,10.0,Mumbai,Semi-Private,51283.74,3038.49,2018.09,56340.31
Oncology Treatment,Canada,Premium International,Chemotherapy,26.0,Dubai,VIP Suite,103919.56,4388.65,40868.75,149176.97
Cosmetic Surgery,Germany,Private,Radiotherapy,12.0,Kuala Lumpur,Semi-Private,7123.22,2399.56,,11901.75
Cataract Surgery,UAE,Public,Chemotherapy,29.0,Istanbul,VIP Suite,7327.65,2012.17,28276.51,37616.33
Heart Bypass,UK,Premium International,Surgical,18.0,Bangkok,Semi-Private,24095.56,1002.94,3765.48,28863.99
Heart Bypass,UAE,Premium International,Surgical,18.0,Bangkok,Private,40952.19,679.89,7191.49,48823.57
Spinal Fusion,Australia,Public,Radiotherapy,12.0,Dubai,VIP Suite,,2481.39,17380.91,28391.72
Heart Bypass,Australia,Private,Chemotherapy,13.0,Dubai,VIP Suite,20711.93,2600.83,19371.46,42684.22
Cosmetic Surgery,France,Private,Radiotherapy,10.0,Kuala Lumpur,General Ward,17566.97,2491.62,1013.99,21072.58
Dental Implants,Canada,Private,Radiotherapy,27.0,Bangkok,VIP Suite,9448.74,3830.8,24563.21,37842.75
Cataract Surgery,France,Public,Surgical,4.0,Kuala Lumpur,Semi-Private,11336.73,1014.81,777.5,13129.05
Dental Implants,UAE,Public,Surgical,27.0,Istanbul,VIP Suite,5450.84,2913.94,26730.19,35094.96
Cosmetic Surgery,Canada,Public,Chemotherapy,20.0,Istanbul,VIP Suite,11173.47,3800.74,19983.85,34958.06
Oncology Treatment,France,Private,Non-Surgical,1.0,Singapore,Semi-Private,41583.35,1710.23,296.52,43590.09
Heart Bypass,UAE,Premium International,Radiotherapy,43.0,Mumbai,General Ward,69565.23,2218.24,4119.32,75902.79
Heart Bypass,Canada,Public,Chemotherapy,31.0,Mumbai,Private,42088.86,1634.76,12114.27,55837.89
Spinal Fusion,Germany,Private,Surgical,21.0,Istanbul,Semi-Private,13939.38,2817.56,4015.3,20772.24
Oncology Treatment,UK,Public,Non-Surgical,16.0,Bangkok,Private,50694.01,2011.24,6272.7,58977.95
Spinal Fusion,Canada,Public,Chemotherapy,25.0,Kuala Lumpur,VIP Suite,10160.31,957.96,26759.58,37877.85
Dental Implants,France,Private,Chemotherapy,13.0,Istanbul,Semi-Private,7256.33,1170.55,2474.86,10901.74
Dental Implants,USA,Private,Radiotherapy,14.0,Mumbai,General Ward,2891.74,1999.9,1469.33,6360.97
Knee Replacement,France,Public,Radiotherapy,29.0,Seoul,Semi-Private,5153.7,1233.31,8466.88,14853.88
Dental Implants,Australia,Private,Non-Surgical,15.0,Mumbai,General Ward,3410.82,1731.67,1459.87,6602.35
Cataract Surgery,Canada,Premium International,Chemotherapy,16.0,Bangkok,Semi-Private,,3801.66,3344.15,18597.47
Cataract Surgery,Canada,Public,Surgical,1.0,Dubai,Semi-Private,12574.1,1666.96,285.99,14527.06
Knee Replacement,France,Private,Surgical,5.0,Dubai,Private,14485.49,1584.97,3021.05,19091.5
Cataract Surgery,UK,Public,Radiotherapy,12.0,Bangkok,Semi-Private,15472.43,2440.79,2238.06,20151.29
Oncology Treatment,Germany,Private,Radiotherapy,9.0,Kuala Lumpur,Semi-Private,44327.94,2624.49,1751.31,48703.74
Oncology Treatment,UK,Premium International,Non-Surgical,7.0,Kuala Lumpur,VIP Suite,63813.59,1323.5,7125.28,72262.36
Heart Bypass,UK,Private,Non-Surgical,41.0,Seoul,General Ward,32114.08,1602.63,5767.41,39484.12
Heart Bypass,UAE,Premium International,Surgical,16.0,Seoul,Semi-Private,31747.74,2373.95,4789.15,38910.85
Cosmetic Surgery,Canada,Premium International,Surgical,18.0,Bangkok,Private,5699.02,3405.74,6922.51,16027.27
Cosmetic Surgery,UAE,Public,Chemotherapy,25.0,Bangkok,General Ward,6354.44,2633.96,2451.61,11440.02
Cosmetic Surgery,USA,Private,Radiotherapy,23.0,Kuala Lumpur,General Ward,11696.85,1866.38,2214.19,15777.41
Cosmetic Surgery,UAE,Private,Radiotherapy,23.0,Istanbul,Semi-Private,4105.52,1619.06,4555.57,10280.16
Heart Bypass,UAE,Private,Chemotherapy,24.0,Dubai,VIP Suite,34690.16,1487.58,34785.36,70963.1
Cosmetic Surgery,UAE,Private,Surgical,3.0,Seoul,Private,12764.08,970.07,1821.39,15555.54
Heart Bypass,Canada,Private,Radiotherapy,22.0,Dubai,General Ward,19446.88,980.19,3289.89,23716.95
Oncology Treatment,UK,Private,Chemotherapy,7.0,Singapore,VIP Suite,72925.72,1182.52,11080.39,85188.63
Spinal Fusion,USA,Public,Radiotherapy,24.0,Kuala Lumpur,Semi-Private,2620.82,2270.97,4667.04,9558.83
Heart Bypass,USA,Public,Surgical,19.0,Bangkok,VIP Suite,41839.38,1286.61,19982.17,63108.16
Knee Replacement,France,Public,Non-Surgical,29.0,Istanbul,Private,2201.34,2808.86,11705.62,16715.82
Knee Replacement,Germany,Premium International,Surgical,6.0,Kuala Lumpur,Semi-Private,26103.53,699.98,1279.56,28083.08
Dental Implants,Canada,Public,Chemotherapy,16.0,Singapore,VIP Suite,4082.02,3250.5,23016.99,30349.51
Knee Replacement,Australia,Premium International,Non-Surgical,7.0,Seoul,VIP Suite,25207.91,696.36,10543.85,36448.12
Oncology Treatment,Germany,Premium International,Surgical,9.0,Singapore,Semi-Private,52779.25,637.59,2744.19,56161.03
Knee Replacement,USA,Private,Non-Surgical,21.0,Istanbul,VIP Suite,15035.89,1235.6,20661.22,36932.7
Heart Bypass,Australia,Private,Chemotherapy,31.0,Singapore,VIP Suite,15890.02,1286.87,43837.46,61014.35
Knee Replacement,Germany,Public,Radiotherapy,24.0,Singapore,Semi-Private,5485.43,2209.65,6996.39,14691.47
Cataract Surgery,UAE,Premium International,Surgical,8.0,Singapore,General Ward,3902.07,887.61,1178.07,5967.75
Spinal Fusion,UK,Public,Surgical,24.0,Kuala Lumpur,Semi-Private,8671.6,2149.35,4703.93,15524.88
Knee Replacement,Australia,Premium International,Non-Surgical,25.0,Singapore,VIP Suite,18337.95,2271.85,38434.36,59044.16
Oncology Treatment,UAE,Private,Radiotherapy,18.0,Dubai,Semi-Private,36656.52,1438.78,5090.59,43185.88
Spinal Fusion,UK,Public,Chemotherapy,22.0,Singapore,Semi-Private,3871.47,2143.09,5989.14,12003.7
Spinal Fusion,UK,Premium International,Non-Surgical,32.0,Mumbai,Semi-Private,9372.95,1180.97,6420.76,16974.68
Heart Bypass,Canada,Premium International,Surgical,33.0,Seoul,General Ward,13524.86,3399.08,4714.04,21637.99
Oncology Treatment,UAE,Private,Chemotherapy,14.0,Mumbai,VIP Suite,64283.26,1357.32,13440.05,79080.64
Heart Bypass,Australia,Private,Non-Surgical,22.0,Dubai,Semi-Private,15105.06,815.88,6929.15,22850.09
Oncology Treatment,UK,Premium International,Non-Surgical,24.0,Seoul,Semi-Private,29283.19,1090.16,7393.29,37766.65
Spinal Fusion,UK,Public,Surgical,8.0,Istanbul,Semi-Private,3274.57,2514.83,1520.59,7309.99
Cosmetic Surgery,Australia,Public,Chemotherapy,27.0,Dubai,Semi-Private,15029.59,1076.93,8345.99,24452.52
Oncology Treatment,Canada,Public,Surgical,27.0,Singapore,VIP Suite,57814.65,3945.1,40989.62,102749.37
Cataract Surgery,UK,Premium International,Radiotherapy,23.0,Bangkok,VIP Suite,22549.49,1630.68,22395.09,46575.25
Knee Replacement,USA,Private,Chemotherapy,1.0,Kuala Lumpur,VIP Suite,12975.3,3837.26,930.97,17743.52
Dental Implants,Australia,Premium International,Non-Surgical,8.0,Singapore,Semi-Private,8020.9,1803.26,2255.23,12079.39
Spinal Fusion,Australia,Premium International,Non-Surgical,41.0,Singapore,General Ward,14704.31,2110.08,6066.32,22880.7
Heart Bypass,UK,Private,Non-Surgical,42.0,Dubai,VIP Suite,52736.2,2169.22,65537.03,120442.45
Spinal Fusion,UAE,Premium International,Chemotherapy,31.0,Istanbul,VIP Suite,17706.29,883.06,32065.37,50654.73
Dental Implants,France,Private,Chemotherapy,6.0,Singapore,VIP Suite,3082.08,2994.8,8409.17,14486.05
Spinal Fusion,UK,Public,Radiotherapy,19.0,Singapore,VIP Suite,9879.52,2612.13,27220.93,39712.58
Cataract Surgery,USA,Public,Chemotherapy,5.0,Seoul,Semi-Private,13942.95,1940.39,1496.04,17379.38
Cataract Surgery,Australia,Premium International,Chemotherapy,6.0,Dubai,Semi-Private,22610.45,1216.05,1757.46,25583.96
Dental Implants,Germany,Premium International,Surgical,18.0,Dubai,Semi-Private,11280.54,2563.77,6075.32,19919.63
Oncology Treatment,UAE,Private,Surgical,3.0,Bangkok,Semi-Private,66886.93,1803.28,557.47,69247.67
Heart Bypass,Australia,Premium International,Chemotherapy,23.0,Dubai,Semi-Private,66783.24,668.58,7474.8,74926.62
Cosmetic Surgery,Australia,Premium International,Radiotherapy,18.0,Mumbai,Semi-Private,18463.63,1591.01,3401.88,23456.53
Spinal Fusion,UK,Private,Radiotherapy,25.0,Kuala Lumpur,Semi-Private,6770.06,696.68,4834.38,12301.12
Cataract Surgery,France,Public,Chemotherapy,7.0,Istanbul,VIP Suite,12769.77,1883.7,6879.5,21532.96
Cosmetic Surgery,Germany,Private,Surgical,12.0,Mumbai,VIP Suite,10987.38,1302.3,10655.98,22945.67
Cataract Surgery,France,Private,Radiotherapy,12.0,Seoul,Semi-Private,5709.31,590.56,3550.8,9850.67
Dental Implants,Australia,Private,Chemotherapy,18.0,Mumbai,Private,4506.93,2621.98,6795.79,13924.7
Heart Bypass,UK,Private,Chemotherapy,27.0,Singapore,Private,25215.51,1018.0,16415.27,42648.78
Knee Replacement,France,Private,Radiotherapy,4.0,Singapore,General Ward,7829.38,1059.3,564.52,9453.2
Spinal Fusion,UAE,Public,Non-Surgical,27.0,Singapore,VIP Suite,10340.17,2038.21,41642.88,
Heart Bypass,UK,Premium International,Surgical,43.0,Seoul,VIP Suite,48955.71,2149.75,64822.14,115927.6
Cosmetic Surgery,France,Premium International,Non-Surgical,29.0,Seoul,VIP Suite,16157.44,1707.65,43855.23,61720.32
Cataract Surgery,UAE,Public,Non-Surgical,21.0,Istanbul,Semi-Private,,2959.55,4046.66,12064.21
Cosmetic Surgery,France,Private,Chemotherapy,4.0,Mumbai,Semi-Private,7473.81,1631.18,804.51,9909.5
Dental Implants,USA,Private,Non-Surgical,18.0,Dubai,Private,1578.62,2575.44,10095.82,14249.87
Knee Replacement,USA,Private,Non-Surgical,9.0,Kuala Lumpur,General Ward,16801.26,2759.01,853.77,20414.04
Dental Implants,France,Premium International,Surgical,1.0,Bangkok,VIP Suite,4328.17,,1011.28,6672.65
Cataract Surgery,UAE,Private,Non-Surgical,10.0,Istanbul,General Ward,4638.69,725.8,968.7,6333.19
Oncology Treatment,Australia,Public,Chemotherapy,12.0,Kuala Lumpur,Semi-Private,18820.34,2532.8,2114.71,23467.86
Heart Bypass,Canada,Premium International,Chemotherapy,21.0,Mumbai,VIP Suite,37842.0,2915.3,19889.39,60646.69
Knee Replacement,UAE,Public,Chemotherapy,25.0,Kuala Lumpur,VIP Suite,10313.98,2785.04,24299.73,37398.74
Spinal Fusion,Australia,Premium International,Surgical,18.0,Mumbai,General Ward,5321.86,1892.73,1864.03,9078.62
Cataract Surgery,Germany,Premium International,Radiotherapy,27.0,Mumbai,Semi-Private,18233.63,1073.01,5658.02,24964.66
Spinal Fusion,Canada,Public,Chemotherapy,26.0,Singapore,General Ward,11573.62,3003.75,3848.9,18426.27
Cataract Surgery,Canada,Public,Surgical,1.0,Mumbai,Private,3862.28,2565.42,383.94,6811.63
Cataract Surgery,France,Private,Surgical,19.0,Dubai,Semi-Private,5992.03,2649.65,5647.54,14289.22
Cosmetic Surgery,UK,Private,Non-Surgical,17.0,Singapore,Private,9064.1,2545.0,,21849.8
Oncology Treatment,Canada,Public,Radiotherapy,29.0,Mumbai,General Ward,15300.65,1206.36,3053.52,19560.52
Dental Implants,Australia,Premium International,Non-Surgical,27.0,Seoul,VIP Suite,8574.54,2690.08,39894.72,51159.34
Cosmetic Surgery,UAE,Private,Radiotherapy,25.0,Dubai,Private,9533.61,2844.52,14510.63,26888.76
Oncology Treatment,France,Public,Surgical,29.0,Dubai,General Ward,24070.43,1819.06,3914.68,29804.17
Cosmetic Surgery,UK,Premium International,Non-Surgical,12.0,Mumbai,VIP Suite,16968.06,625.52,13029.51,30623.09
Cataract Surgery,Canada,Public,Non-Surgical,21.0,Istanbul,General Ward,5789.29,4286.75,2162.22,12238.25
Dental Implants,UAE,Premium International,Surgical,3.0,Seoul,Semi-Private,6367.87,2490.45,916.86,9775.18
Oncology Treatment,Canada,Private,Surgical,3.0,Mumbai,Semi-Private,43984.75,2324.14,573.94,46882.83
Cosmetic Surgery,USA,Public,Radiotherapy,15.0,Dubai,VIP Suite,8257.93,1102.13,22776.25,32136.32
Cosmetic Surgery,Australia,Premium International,Chemotherapy,4.0,Singapore,Semi-Private,11762.02,2201.19,1331.31,15294.52
Cataract Surgery,Germany,Private,Chemotherapy,11.0,Istanbul,Private,14306.65,1770.49,4190.45,20267.59
Dental Implants,France,Premium International,Surgical,18.0,Dubai,VIP Suite,2917.27,2221.51,26541.37,31680.15
Cosmetic Surgery,France,Public,Chemotherapy,9.0,Mumbai,Semi-Private,3654.45,874.27,1767.03,6295.76
Cataract Surgery,Australia,Private,Surgical,4.0,Kuala Lumpur,Private,16895.26,1754.42,1408.65,20058.32
Cosmetic Surgery,USA,Private,Non-Surgical,2.0,Mumbai,VIP Suite,10978.74,3937.16,2107.32,17023.22
Cataract Surgery,Australia,Public,Chemotherapy,16.0,Singapore,Private,9741.96,2816.27,9685.58,22243.8
